path,count
app.py,11
docker-compose-git.yml,3
.gitignore,2
_pkgdown.yml,2
dashboard-kickoff,2
Dockerfile,2
vignettes/running-mira-cli-illumina.Rmd,2
vignettes/troubleshooting.Rmd,2
scripts/dais2dash.py,2
scripts/config_create.py,2
vignettes/running-mira.Rmd,2
vignettes/mira-dd-getting-started.Rmd,1
vignettes/images/mira_single_container_docker_rolldown.png,1
vignettes/images/mira-dd-mount-to-unbuntu.png,1
pkgdown/index.md,1
pkgdown/extra.scss,1
docker-compose.yml,1
requirements.txt,1
DESCRIPTION,1
NEWS.md,1
vignettes/mira-cli-mac-getting-started.Rmd,1
vignettes/mira-cli-installation.Rmd,1
vignettes/running-mira-cli-ont.Rmd,1
docker-compose-cdcgov.yml,1
vignettes/images/nextclade_NA_2.PNG,1
vignettes/images/nextclade_NA_1.PNG,1
vignettes/images/gaps.PNG,1
vignettes/images/edit_sequence_jalview.PNG,1
vignettes/images/search_frameshifts_MIRA.PNG,1
vignettes/images/nextclade_NA_3.PNG,1
vignettes/images/pos_140.PNG,1
vignettes/images/nextclade_NA_4.PNG,1
vignettes/s-gene-rt-pcr.Rmd,1
vignettes/upgrading-mira.Rmd,1
vignettes/nanopore-frameshift-correction.Rmd,1
vignettes/running-mira-illumina.Rmd,1
data/.apperr,1
vignettes/mac-getting-started.Rmd,1
config/local-dev.yaml,1
config/irma-spy-conda-dev-env.yaml,1
