path,count
R/utilities.R,51
R/visualization.R,43
R/objects.R,22
R/preprocessing.R,18
NEWS.md,17
DESCRIPTION,13
R/fragments.R,10
R/motifs.R,9
R/links.R,9
vignettes/pbmc_vignette.Rmd,8
R/peaks.R,7
R/mito.R,7
NAMESPACE,6
azure-pipelines.yml,6
man/CoveragePlot.Rd,5
R/iranges-methods.R,5
R/dimension_reduction.R,5
R/footprinting.R,5
R/quantification.R,5
README.md,4
R/heatmaps.R,4
man/FindTopFeatures.Rd,4
vignettes/pbmc_multiomic.Rmd,3
.github/workflows/cmd-check.yml,3
vignettes/mouse_brain_vignette.Rmd,3
R/genomeinfodb-methods.R,3
man/nearest-methods.Rd,3
R/data.R,3
R/generics.R,3
.github/ISSUE_TEMPLATE/analysis-question.md,3
.github/ISSUE_TEMPLATE/bug_report.md,3
R/granges-methods.R,2
tests/testthat/test-preprocessing.R,2
src/split.cpp,2
vignettes/mito.Rmd,2
man/atac_small.Rd,2
vignettes/overview.Rmd,2
man/inter-range-methods.Rd,2
src/filter.cpp,2
man/ConvertMotifID.Rd,2
vignettes/motif_vignette.Rmd,2
vignettes/integrate_atac.Rmd,2
man/StringToGRanges.Rd,2
man/seqinfo-methods.Rd,2
R/enrichments.R,2
man/FoldChange.Rd,1
LICENSE,1
man/AddMotifs.Rd,1
man/Footprint.Rd,1
man/subset.Motif.Rd,1
